ID,Length,NGN
"NW_020168559.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1890, whole genome shotgun sequence",5564,1182
"NW_020168560.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1892, whole genome shotgun sequence",5795,711
"NW_020168561.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1893, whole genome shotgun sequence",5553,482
"NW_020168562.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1895, whole genome shotgun sequence",5651,915
"NW_020168563.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1897, whole genome shotgun sequence",5754,756
"NW_020168564.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1899, whole genome shotgun sequence",5533,506
"NW_020168565.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1901, whole genome shotgun sequence",5528,509
"NW_020168566.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1904, whole genome shotgun sequence",5619,500
"NW_020168567.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1908, whole genome shotgun sequence",5506,416
"NW_020168568.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1910, whole genome shotgun sequence",5491,1141
"NW_020168569.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1911, whole genome shotgun sequence",5490,323
"NW_020168570.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1912, whole genome shotgun sequence",5481,821
"NW_020168571.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1914, whole genome shotgun sequence",6539,916
"NW_020168572.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1920, whole genome shotgun sequence",5548,497
"NW_020168573.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1921, whole genome shotgun sequence",6404,91
"NW_020168574.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1922, whole genome shotgun sequence",5543,408
"NW_020168575.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1928, whole genome shotgun sequence",5398,517
"NW_020168576.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1929, whole genome shotgun sequence",6803,396
"NW_020168577.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1930, whole genome shotgun sequence",5394,489
"NW_020168578.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1934, whole genome shotgun sequence",5794,240
"NW_020168579.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1935, whole genome shotgun sequence",5379,408
"NW_020168580.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1936, whole genome shotgun sequence",5815,702
"NW_020168581.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1937, whole genome shotgun sequence",10193,47
"NW_020168582.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1938, whole genome shotgun sequence",5687,605
"NW_020168583.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1941, whole genome shotgun sequence",5346,1091
"NW_020168584.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1942, whole genome shotgun sequence",5837,177
"NW_020168585.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1943, whole genome shotgun sequence",7865,121
"NW_020168586.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1948, whole genome shotgun sequence",6468,510
"NW_020168587.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1952, whole genome shotgun sequence",5974,358
"NW_020168588.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1956, whole genome shotgun sequence",5402,517
"NW_020168589.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1957, whole genome shotgun sequence",5297,1002
"NW_020168590.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1963, whole genome shotgun sequence",6337,171
"NW_020168591.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1969, whole genome shotgun sequence",5256,473
"NW_020168592.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1970, whole genome shotgun sequence",5347,751
"NW_020168593.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1975, whole genome shotgun sequence",5236,385
"NW_020168594.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1978, whole genome shotgun sequence",5221,981
"NW_020168595.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1979, whole genome shotgun sequence",5511,218
"NW_020168596.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1981, whole genome shotgun sequence",5412,139
"NW_020168597.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1982, whole genome shotgun sequence",5420,438
"NW_020168598.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1984, whole genome shotgun sequence",6675,462
"NW_020168599.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1985, whole genome shotgun sequence",5497,191
"NW_020168600.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1987, whole genome shotgun sequence",5298,454
"NW_020168601.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1991, whole genome shotgun sequence",5288,341
"NW_020168602.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1993, whole genome shotgun sequence",5512,918
"NW_020168603.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1998, whole genome shotgun sequence",6458,512
"NW_020168604.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_1999, whole genome shotgun sequence",5161,408
"NW_020168605.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2000, whole genome shotgun sequence",5261,600
"NW_020168606.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2003, whole genome shotgun sequence",5752,58
"NW_020168607.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2004, whole genome shotgun sequence",5154,401
"NW_020168608.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2006, whole genome shotgun sequence",6078,429
"NW_020168609.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2009, whole genome shotgun sequence",5310,100
"NW_020168610.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2011, whole genome shotgun sequence",5134,463
"NW_020168611.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2014, whole genome shotgun sequence",5125,472
"NW_020168612.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2016, whole genome shotgun sequence",5870,268
"NW_020168613.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2020, whole genome shotgun sequence",5313,488
"NW_020168614.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2021, whole genome shotgun sequence",5106,470
"NW_020168615.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2022, whole genome shotgun sequence",5299,515
"NW_020168616.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2023, whole genome shotgun sequence",5280,494
"NW_020168617.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2024, whole genome shotgun sequence",5096,682
"NW_020168618.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2025, whole genome shotgun sequence",5095,376
"NW_020168619.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2029, whole genome shotgun sequence",5472,426
"NW_020168620.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2031, whole genome shotgun sequence",7349,218
"NW_020168621.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2035, whole genome shotgun sequence",5061,431
"NW_020168622.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2036, whole genome shotgun sequence",8462,68
"NW_020168623.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2038, whole genome shotgun sequence",5050,568
"NW_020168624.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2039, whole genome shotgun sequence",5144,56
"NW_020168625.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2041, whole genome shotgun sequence",6958,97
"NW_020168626.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2044, whole genome shotgun sequence",5021,546
"NW_020168627.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2045, whole genome shotgun sequence",5218,278
"NW_020168628.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2046, whole genome shotgun sequence",11947,62
"NW_020168629.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2048, whole genome shotgun sequence",5433,359
"NW_020168630.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2049, whole genome shotgun sequence",5150,656
"NW_020168631.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2052, whole genome shotgun sequence",5648,356
"NW_020168632.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2053, whole genome shotgun sequence",5709,451
"NW_020168633.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2055, whole genome shotgun sequence",5950,565
"NW_020168634.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2056, whole genome shotgun sequence",5945,780
"NW_020168635.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2059, whole genome shotgun sequence",4956,535
"NW_020168636.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2063, whole genome shotgun sequence",4947,384
"NW_020168637.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2064, whole genome shotgun sequence",5698,73
"NW_020168638.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2066, whole genome shotgun sequence",4944,697
"NW_020168639.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2067, whole genome shotgun sequence",5356,54
"NW_020168640.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2068, whole genome shotgun sequence",5879,880
"NW_020168641.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2070, whole genome shotgun sequence",4937,533
"NW_020168642.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2073, whole genome shotgun sequence",4915,356
"NW_020168643.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2075, whole genome shotgun sequence",5125,601
"NW_020168644.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2078, whole genome shotgun sequence",4983,702
"NW_020168645.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2079, whole genome shotgun sequence",4883,404
"NW_020168646.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2083, whole genome shotgun sequence",4878,827
"NW_020168647.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2087, whole genome shotgun sequence",5558,495
"NW_020168648.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2088, whole genome shotgun sequence",4870,514
"NW_020168649.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2089, whole genome shotgun sequence",5013,742
"NW_020168650.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2095, whole genome shotgun sequence",4856,461
"NW_020168651.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2097, whole genome shotgun sequence",6282,51
"NW_020168652.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2099, whole genome shotgun sequence",5226,375
"NW_020168653.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2100, whole genome shotgun sequence",5599,88
"NW_020168654.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2101, whole genome shotgun sequence",4844,846
"NW_020168655.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2102, whole genome shotgun sequence",4841,473
"NW_020168656.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2109, whole genome shotgun sequence",5801,53
"NW_020168657.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2110, whole genome shotgun sequence",5345,131
"NW_020168658.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2112, whole genome shotgun sequence",4804,534
"NW_020168659.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2116, whole genome shotgun sequence",5062,707
"NW_020168660.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2118, whole genome shotgun sequence",4888,461
"NW_020168661.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2130, whole genome shotgun sequence",4747,396
"NW_020168662.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2133, whole genome shotgun sequence",5003,532
"NW_020168663.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2134, whole genome shotgun sequence",4885,409
"NW_020168664.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2135, whole genome shotgun sequence",4729,973
"NW_020168665.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2139, whole genome shotgun sequence",6028,427
"NW_020168666.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2141, whole genome shotgun sequence",5224,488
"NW_020168667.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2146, whole genome shotgun sequence",4703,51
"NW_020168668.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2147, whole genome shotgun sequence",5579,638
"NW_020168669.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2149, whole genome shotgun sequence",6708,84
"NW_020168670.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2151, whole genome shotgun sequence",4795,340
"NW_020168671.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2153, whole genome shotgun sequence",4693,753
"NW_020168672.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2159, whole genome shotgun sequence",4680,381
"NW_020168673.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2160, whole genome shotgun sequence",4676,341
"NW_020168674.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2161, whole genome shotgun sequence",6035,68
"NW_020168675.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2162, whole genome shotgun sequence",4671,480
"NW_020168676.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2166, whole genome shotgun sequence",11631,105
"NW_020168677.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2169, whole genome shotgun sequence",5858,474
"NW_020168678.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2171, whole genome shotgun sequence",4649,353
"NW_020168679.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2173, whole genome shotgun sequence",4740,632
"NW_020168680.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2174, whole genome shotgun sequence",4638,1565
"NW_020168681.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2175, whole genome shotgun sequence",4836,528
"NW_020168682.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2178, whole genome shotgun sequence",4632,601
"NW_020168683.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2183, whole genome shotgun sequence",4712,496
"NW_020168684.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2185, whole genome shotgun sequence",4801,476
"NW_020168685.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2186, whole genome shotgun sequence",4705,407
"NW_020168686.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2189, whole genome shotgun sequence",4595,1009
"NW_020168687.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2190, whole genome shotgun sequence",5123,333
"NW_020168688.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2191, whole genome shotgun sequence",4591,164
"NW_020168689.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2193, whole genome shotgun sequence",4588,329
"NW_020168690.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2194, whole genome shotgun sequence",4584,372
"NW_020168691.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2197, whole genome shotgun sequence",4569,459
"NW_020168692.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2202, whole genome shotgun sequence",4559,596
"NW_020168693.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2204, whole genome shotgun sequence",4552,441
"NW_020168694.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2206, whole genome shotgun sequence",4547,80
"NW_020168695.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2207, whole genome shotgun sequence",4540,431
"NW_020168696.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2208, whole genome shotgun sequence",8629,321
"NW_020168697.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2209, whole genome shotgun sequence",5677,576
"NW_020168698.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2210, whole genome shotgun sequence",4528,361
"NW_020168699.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2212, whole genome shotgun sequence",4872,194
"NW_020168700.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2213, whole genome shotgun sequence",4645,94
"NW_020168701.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2215, whole genome shotgun sequence",4522,333
"NW_020168702.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2220, whole genome shotgun sequence",4514,308
"NW_020168703.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2221, whole genome shotgun sequence",5275,325
"NW_020168704.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2222, whole genome shotgun sequence",38600,73
"NW_020168705.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2223, whole genome shotgun sequence",4609,445
"NW_020168706.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2229, whole genome shotgun sequence",4496,573
"NW_020168707.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2232, whole genome shotgun sequence",4662,429
"NW_020168708.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2233, whole genome shotgun sequence",5138,587
"NW_020168709.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2234, whole genome shotgun sequence",5000,616
"NW_020168710.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2235, whole genome shotgun sequence",4582,51
"NW_020168711.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2236, whole genome shotgun sequence",4478,378
"NW_020168712.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2237, whole genome shotgun sequence",4745,456
"NW_020168713.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2239, whole genome shotgun sequence",5012,395
"NW_020168714.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2240, whole genome shotgun sequence",4860,322
"NW_020168715.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2243, whole genome shotgun sequence",4567,96
"NW_020168716.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2244, whole genome shotgun sequence",4927,221
"NW_020168717.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2246, whole genome shotgun sequence",4460,257
"NW_020168718.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2247, whole genome shotgun sequence",7084,189
"NW_020168719.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2248, whole genome shotgun sequence",4546,88
"NW_020168720.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2249, whole genome shotgun sequence",4544,855
"NW_020168721.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2250, whole genome shotgun sequence",4441,643
"NW_020168722.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2253, whole genome shotgun sequence",4439,355
"NW_020168723.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2258, whole genome shotgun sequence",5697,56
"NW_020168724.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2259, whole genome shotgun sequence",5487,390
"NW_020168725.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2261, whole genome shotgun sequence",4425,80
"NW_020168726.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2262, whole genome shotgun sequence",4424,452
"NW_020168727.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2264, whole genome shotgun sequence",4420,514
"NW_020168728.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2266, whole genome shotgun sequence",4415,347
"NW_020168729.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2268, whole genome shotgun sequence",4409,369
"NW_020168730.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2269, whole genome shotgun sequence",4677,266
"NW_020168731.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2273, whole genome shotgun sequence",5099,379
"NW_020168732.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2279, whole genome shotgun sequence",4851,495
"NW_020168733.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2280, whole genome shotgun sequence",4392,312
"NW_020168734.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2285, whole genome shotgun sequence",5912,226
"NW_020168735.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2289, whole genome shotgun sequence",4374,909
"NW_020168736.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2291, whole genome shotgun sequence",5482,663
"NW_020168737.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2295, whole genome shotgun sequence",5397,112
"NW_020168738.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2298, whole genome shotgun sequence",4360,337
"NW_020168739.1 Populus trichocarpa isolate Nisqually-1 unplaced genomic scaffold, Pop_tri_v3 scaffold_2300, whole genome shotgun sequence",4742,78
